reward,bucket,done
0.0,neutral_or_zero,0
-1.0,opponent,0
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
2.1600000858306885,positive,0
2.1600000858306885,positive,0
2.1600000858306885,positive,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-2.0,assassin,1
0.0,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
-0.9200000166893005,opponent,1
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-2.0,assassin,1
2.0799999237060547,positive,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,1
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-2.0,assassin,1
-1.0,opponent,0
0.0,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-2.0,assassin,1
-1.0,opponent,0
0.0,neutral_or_zero,0
2.0799999237060547,positive,0
-1.0,opponent,0
0.0,neutral_or_zero,0
1.0,positive,0
-1.0,opponent,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
2.0799999237060547,positive,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-2.0,assassin,1
0.0,neutral_or_zero,0
-1.0,opponent,0
1.0800000429153442,positive,0
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
2.1600000858306885,positive,0
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
1.0800000429153442,positive,0
-2.0,assassin,1
-1.0,opponent,0
-1.0,opponent,0
2.1600000858306885,positive,0
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
2.1600000858306885,positive,0
2.0,positive,0
1.0800000429153442,positive,0
-1.0,opponent,0
-1.0,opponent,0
2.1600000858306885,positive,0
0.0,neutral_or_zero,0
-2.0,assassin,1
2.1600000858306885,positive,0
2.1600000858306885,positive,0
-1.0,opponent,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-0.9200000166893005,opponent,1
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
2.0799999237060547,positive,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
2.0,positive,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
1.0800000429153442,positive,0
-0.9200000166893005,opponent,1
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
2.1600000858306885,positive,0
0.07999999821186066,neutral_or_zero,0
1.0800000429153442,positive,0
-1.0,opponent,0
-1.0,opponent,0
2.1600000858306885,positive,0
0.0,neutral_or_zero,0
-1.0,opponent,1
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
-2.0,assassin,1
-1.0,opponent,0
-2.0,assassin,1
2.1600000858306885,positive,0
0.0,neutral_or_zero,0
-1.0,opponent,0
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
-2.0,assassin,1
2.0799999237060547,positive,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
2.1600000858306885,positive,0
0.0,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
-2.0,assassin,1
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
2.1600000858306885,positive,0
1.0800000429153442,positive,0
2.1600000858306885,positive,0
-1.0,opponent,0
-2.0,assassin,1
0.0,neutral_or_zero,0
-1.0,opponent,0
2.1600000858306885,positive,0
0.0,neutral_or_zero,0
-2.0,assassin,1
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-0.9200000166893005,opponent,1
-1.0,opponent,0
0.0,neutral_or_zero,0
-2.0,assassin,1
1.0,positive,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-2.0,assassin,1
-1.0,opponent,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
-2.0,assassin,1
-1.0,opponent,0
1.0800000429153442,positive,0
1.0,positive,0
2.0799999237060547,positive,0
2.0,positive,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
2.0,positive,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
1.0800000429153442,positive,0
-2.0,assassin,1
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
2.1600000858306885,positive,0
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
2.1600000858306885,positive,0
-2.0,assassin,1
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-2.0,assassin,1
-1.0,opponent,0
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
2.1600000858306885,positive,0
2.0799999237060547,positive,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
1.0800000429153442,positive,1
-1.0,opponent,0
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-2.0,assassin,1
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
1.0,positive,0
-0.9200000166893005,opponent,1
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
2.0,positive,0
-1.0,opponent,0
1.0800000429153442,positive,0
-1.0,opponent,0
-0.9200000166893005,opponent,1
2.1600000858306885,positive,0
-1.0,opponent,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
-1.0,opponent,0
0.0,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
-1.0,opponent,0
1.0800000429153442,positive,1
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
-2.0,assassin,1
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
-0.9200000166893005,opponent,1
2.1600000858306885,positive,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
-2.0,assassin,1
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
-1.0,opponent,0
2.1600000858306885,positive,0
2.0,positive,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
-1.0,opponent,0
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
2.1600000858306885,positive,1
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
2.1600000858306885,positive,0
2.1600000858306885,positive,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,1
-1.0,opponent,1
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
2.0799999237060547,positive,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
2.1600000858306885,positive,0
-2.0,assassin,1
-2.0,assassin,1
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
-2.0,assassin,1
2.0799999237060547,positive,0
2.0799999237060547,positive,0
0.0,neutral_or_zero,0
-1.0,opponent,0
1.0,positive,0
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
2.1600000858306885,positive,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
2.1600000858306885,positive,0
1.0,positive,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
1.0,positive,1
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
2.1600000858306885,positive,0
-2.0,assassin,1
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
1.0,positive,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
-2.0,assassin,1
2.1600000858306885,positive,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
-1.0,opponent,0
2.0,positive,0
0.0,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
2.0,positive,0
0.0,neutral_or_zero,0
1.0,positive,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
-0.9200000166893005,opponent,1
2.1600000858306885,positive,0
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
-1.0,opponent,0
2.1600000858306885,positive,0
2.1600000858306885,positive,0
2.1600000858306885,positive,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
2.0799999237060547,positive,0
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
2.1600000858306885,positive,0
-0.9200000166893005,opponent,1
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
2.1600000858306885,positive,0
2.1600000858306885,positive,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,1
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
1.0800000429153442,positive,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-2.0,assassin,1
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-0.9200000166893005,opponent,1
-2.0,assassin,1
2.0799999237060547,positive,0
0.07999999821186066,neutral_or_zero,0
0.0,neutral_or_zero,0
1.0,positive,0
1.0800000429153442,positive,0
0.07999999821186066,neutral_or_zero,0
0.07999999821186066,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
2.0799999237060547,positive,1
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
2.0,positive,0
0.0,neutral_or_zero,0
1.0800000429153442,positive,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.07999999821186066,neutral_or_zero,0
1.0,positive,0
-2.0,assassin,1
-2.0,assassin,1
-1.0,opponent,0
0.0,neutral_or_zero,0
1.0,positive,0
0.0,neutral_or_zero,0
-1.0,opponent,0
0.0,neutral_or_zero,0
-1.0,opponent,0
-1.0,opponent,0
-1.0,opponent,0
0.0,neutral_or_zero,0
2.0,positive,0
-2.0,assassin,1
